movie_id,movie_name,year,decade,certificate,runtime_in_minutes,genre,rating,description,director,director_id,star,star_id,votes,gross_in_dollars
tt1355683,Black Mass,2015,2010s,R,123,Biography,6.9,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",Scott Cooper,/name/nm0178376/,"Johnny Depp, Benedict Cumberbatch, Dakota Johnson, Joel Edgerton","/name/nm0000136/,/name/nm1212722/,/name/nm0424848/,/name/nm0249291/",184323,62575678
tt0070511,Papillon,1973,1970s,R,151,Biography,8,"A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape.",Franklin J. Schaffner,/name/nm0769874/,"Steve McQueen, Dustin Hoffman, Victor Jory, Don Gordon","/name/nm0000537/,/name/nm0000163/,/name/nm0430460/,/name/nm0330150/",132835,53267000
tt2446980,Joy,2015,2010s,PG-13,124,Biography,6.6,"Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.",David O. Russell,/name/nm0751102/,"Jennifer Lawrence, Robert De Niro, Bradley Cooper, Edgar Ramírez","/name/nm2225369/,/name/nm0000134/,/name/nm0177896/,/name/nm1183149/",139198,56451232
tt0472062,Charlie Wilson's War,2007,2000s,R,102,Biography,7,"A drama based on a Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets have some unforeseen and long-reaching effects.",Mike Nichols,/name/nm0001566/,"Tom Hanks, Julia Roberts, Philip Seymour Hoffman, Amy Adams","/name/nm0000158/,/name/nm0000210/,/name/nm0000450/,/name/nm0010736/",120228,66661095
tt0248667,Ali,2001,2000s,R,157,Biography,6.7,"A biography of sports legend Muhammad Ali, focusing on his triumphs and controversies between 1964 and 1974.",Michael Mann,/name/nm0000520/,"Will Smith, Jamie Foxx, Jon Voight, Mario Van Peebles","/name/nm0000226/,/name/nm0004937/,/name/nm0000685/,/name/nm0005522/",101854,58203105
tt4257926,Miracles from Heaven,2016,2010s,PG,109,Biography,7.1,Based on the incredible true story of the Beam family.,Patricia Riggen,/name/nm0726638/,"Jennifer Garner, Kylie Rogers, Martin Henderson, Brighton Sharbino","/name/nm0004950/,/name/nm4814017/,/name/nm0376540/,/name/nm3276835/",26521,61705123
tt0308644,Finding Neverland,2004,2000s,PG,106,Biography,7.7,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,Marc Forster,/name/nm0286975/,"Johnny Depp, Kate Winslet, Julie Christie, Radha Mitchell","/name/nm0000136/,/name/nm0000701/,/name/nm0001046/,/name/nm0593664/",208174,51680613
tt1020072,Selma,2014,2010s,PG-13,128,Biography,7.5,"A chronicle of Dr. Martin Luther King, Jr.'s campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama, in 1965.",Ava DuVernay,/name/nm1148550/,"David Oyelowo, Carmen Ejogo, Oprah Winfrey, Tom Wilkinson","/name/nm0654648/,/name/nm0252238/,/name/nm0001856/,/name/nm0929489/",92791,52076908
tt0093378,La Bamba,1987,1980s,PG-13,108,Biography,6.9,Biographical story of the rise from nowhere of early rock and roll singer Ritchie Valens who died at age 17 in a plane crash with Buddy Holly and The Big Bopper.,Luis Valdez,/name/nm0883609/,"Lou Diamond Phillips, Esai Morales, Rosanna DeSoto, Elizabeth Peña","/name/nm0001617/,/name/nm0005246/,/name/nm0221554/,/name/nm0001615/",34594,54215416
tt0066206,Patton,1970,1970s,GP,172,Biography,7.9,The World War II phase of the career of controversial American general George S. Patton.,Franklin J. Schaffner,/name/nm0769874/,"George C. Scott, Karl Malden, Stephen Young, Michael Strong","/name/nm0001715/,/name/nm0001500/,/name/nm0950079/,/name/nm0835021/",103873,61700000
tt0445990,Invincible,2006,2000s,PG,105,Biography,7,"Based on the story of Vince Papale, a 30-year-old bartender from South Philadelphia who overcame long odds to play for the NFL's Philadelphia Eagles in 1976.",Ericson Core,/name/nm0179697/,"Mark Wahlberg, Greg Kinnear, Elizabeth Banks, Kevin Conway","/name/nm0000242/,/name/nm0001427/,/name/nm0006969/,/name/nm0176723/",72572,57806952
tt0436697,The Queen,2006,2000s,PG-13,103,Biography,7.3,"After the death of Princess Diana, Queen Elizabeth II struggles with her reaction to a sequence of events nobody could have predicted.",Stephen Frears,/name/nm0001241/,"Helen Mirren, Michael Sheen, James Cromwell, Alex Jennings","/name/nm0000545/,/name/nm0790688/,/name/nm0000342/,/name/nm0421105/",113264,56441711
tt0062994,Funny Girl,1968,1960s,G,151,Biography,7.3,"The life of Fanny Brice, famed comedienne and entertainer of the early 1900s. We see her rise to fame as a Ziegfeld girl, subsequent career, and her personal life, particularly her relationship with Nick Arnstein.",William Wyler,/name/nm0943758/,"Barbra Streisand, Omar Sharif, Kay Medford, Anne Francis","/name/nm0000659/,/name/nm0001725/,/name/nm0575552/,/name/nm0004282/",23674,58500000
tt0174856,The Hurricane,1999,1990s,R,146,Biography,7.6,"The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",Norman Jewison,/name/nm0422484/,"Denzel Washington, Vicellous Shannon, Deborah Kara Unger, Liev Schreiber","/name/nm0000243/,/name/nm0788370/,/name/nm0000679/,/name/nm0000630/",98856,50668906
tt1028576,Secretariat,2010,2010s,PG,123,Biography,7.2,"Penny Chenery Tweedy and colleagues guide her long-shot but precocious stallion to set, in 1973, the unbeaten record for winning the Triple Crown.",Randall Wallace,/name/nm0908824/,"Diane Lane, John Malkovich, Margo Martindale, Nelsan Ellis","/name/nm0000178/,/name/nm0000518/,/name/nm0553269/,/name/nm1734700/",29220,59713955
tt0316465,Radio,2003,2000s,PG,109,Biography,6.9,The story of a high school coach and the developmentally challenged man who he took under his wing.,Michael Tollin,/name/nm0866132/,"Cuba Gooding Jr., Ed Harris, Debra Winger, S. Epatha Merkerson","/name/nm0000421/,/name/nm0000438/,/name/nm0000700/,/name/nm0580924/",41987,52277485
tt0116250,Evita,1996,1990s,PG,135,Biography,6.3,"The hit musical based on the life of Eva Perón (Evita Duarte), a B-picture Argentinian actress who eventually became the wife of Argentinian president Juan Domingo Perón, and the most beloved and hated woman in Argentina.",Alan Parker,/name/nm0000570/,"Madonna, Jonathan Pryce, Antonio Banderas, Jimmy Nail","/name/nm0000187/,/name/nm0000596/,/name/nm0000104/,/name/nm0619700/",36423,50047179
tt3210686,Son of God,2014,2010s,PG-13,138,Biography,5.7,"The life story of Jesus is told from his humble birth through his teachings, crucifixion and ultimate resurrection.",Christopher Spencer,/name/nm0817895/,"Diogo Morgado, Amber Rose Revah, Greg Hicks, Adrian Schiller","/name/nm0604430/,/name/nm2362244/,/name/nm0382854/,/name/nm0771621/",19205,59700064
tt0080549,Coal Miner's Daughter,1980,1980s,PG,124,Biography,7.5,"The fictionalized life of singer Loretta Lynn, a girl who rose from humble beginnings to become a country music star in the 1960s/70s.",Michael Apted,/name/nm0000776/,"Sissy Spacek, Tommy Lee Jones, Levon Helm, Phyllis Boyens","/name/nm0000651/,/name/nm0000169/,/name/nm0375629/,/name/nm0101992/",19422,67182787
tt1392214,Prisoners,2013,2010s,R,153,Crime,8.1,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",Denis Villeneuve,/name/nm0898288/,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Melissa Leo","/name/nm0413168/,/name/nm0350453/,/name/nm0205626/,/name/nm0502425/",728343,61002302
tt0477348,No Country for Old Men,2007,2000s,R,122,Crime,8.2,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,"Ethan Coen, Joel Coen",/name/nm0001053/,"Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson","/name/nm0001054/,/name/nm0000169/,/name/nm0000849/,/name/nm0000982/,/name/nm0000437/",984447,74283625
tt5027774,"Three Billboards Outside Ebbing, Missouri",2017,2010s,R,115,Crime,8.1,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,Martin McDonagh,/name/nm1732981/,"Frances McDormand, Woody Harrelson, Sam Rockwell, Caleb Landry Jones","/name/nm0000531/,/name/nm0000437/,/name/nm0005377/,/name/nm2655177/",515728,54513740
tt0071562,The Godfather Part II,1974,1970s,R,202,Crime,9,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",Francis Ford Coppola,/name/nm0000338/,"Al Pacino, Robert De Niro, Robert Duvall, Diane Keaton","/name/nm0000199/,/name/nm0000134/,/name/nm0000380/,/name/nm0000473/",1281423,57300000
tt0381707,White Chicks,2004,2000s,PG-13,109,Crime,5.7,Two disgraced FBI agents go way undercover in an effort to protect hotel heiresses the Wilson sisters from a kidnapping plot.,Keenen Ivory Wayans,/name/nm0005540/,"Marlon Wayans, Shawn Wayans, Busy Philipps, Maitland Ward","/name/nm0005541/,/name/nm0915465/,/name/nm0005311/,/name/nm0005533/",150030,70831760
tt3460252,The Hateful Eight,2015,2010s,R,168,Crime,7.8,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",Quentin Tarantino,/name/nm0000233/,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins","/name/nm0000168/,/name/nm0000621/,/name/nm0000492/,/name/nm0324658/",611863,54117416
tt0117381,Primal Fear,1996,1990s,R,129,Crime,7.7,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",Gregory Hoblit,/name/nm0387706/,"Richard Gere, Laura Linney, Edward Norton, John Mahoney","/name/nm0000152/,/name/nm0001473/,/name/nm0001570/,/name/nm0001498/",225672,56116183
tt0104952,My Cousin Vinny,1992,1990s,R,120,Crime,7.6,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.",Jonathan Lynn,/name/nm0528718/,"Joe Pesci, Marisa Tomei, Ralph Macchio, Mitchell Whitfield","/name/nm0000582/,/name/nm0000673/,/name/nm0001494/,/name/nm0925943/",128569,52929168
tt0099674,The Godfather Part III,1990,1990s,R,162,Crime,7.6,"Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire.",Francis Ford Coppola,/name/nm0000338/,"Al Pacino, Diane Keaton, Andy Garcia, Talia Shire","/name/nm0000199/,/name/nm0000473/,/name/nm0000412/,/name/nm0001735/",402433,66666062
tt0401792,Sin City,2005,2000s,R,124,Crime,8,"An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption.","Frank Miller, Quentin Tarantino, Robert Rodriguez",/name/nm0588340/,"Mickey Rourke, Clive Owen, Bruce Willis, Jessica Alba","/name/nm0000233/,/name/nm0001675/,/name/nm0000620/,/name/nm0654110/,/name/nm0000246/,/name/nm0004695/",774127,74103820
tt0375679,Crash,2004,2000s,R,112,Crime,7.8,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",Paul Haggis,/name/nm0353673/,"Don Cheadle, Sandra Bullock, Thandiwe Newton, Karina Arroyave","/name/nm0000332/,/name/nm0000113/,/name/nm0628601/,/name/nm0037410/",439438,54580300
tt0119488,L.A. Confidential,1997,1990s,R,138,Crime,8.2,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",Curtis Hanson,/name/nm0000436/,"Kevin Spacey, Russell Crowe, Guy Pearce, Kim Basinger","/name/nm0000228/,/name/nm0000128/,/name/nm0001602/,/name/nm0000107/",587229,64616940
tt0251160,John Q,2002,2000s,PG-13,116,Crime,7.1,John Quincy Archibald takes a hospital emergency room hostage when his insurance won't cover his son's heart transplant.,Nick Cassavetes,/name/nm0001024/,"Denzel Washington, Robert Duvall, Gabriela Oltean, Kimberly Elise","/name/nm0000243/,/name/nm0000380/,/name/nm1131193/,/name/nm0253708/",137035,71756802
tt0123964,Life,1999,1990s,R,108,Crime,6.8,"In 1932, two strangers are wrongfully convicted and develop a strong friendship in prison that lasts them through the 20th century.",Ted Demme,/name/nm0001130/,"Eddie Murphy, Martin Lawrence, Obba Babatundé, Nick Cassavetes","/name/nm0000552/,/name/nm0001454/,/name/nm0044762/,/name/nm0001024/",52042,63844974
tt1189340,The Lincoln Lawyer,2011,2010s,R,118,Crime,7.3,A lawyer defending a wealthy man begins to believe his client is guilty of more than just one crime.,Brad Furman,/name/nm1026778/,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy","/name/nm0000190/,/name/nm0000673/,/name/nm0000202/,/name/nm0000513/",241937,58009200
tt7040874,A Simple Favor,2018,2010s,R,117,Crime,6.8,"Stephanie is a single mother with a parenting vlog who befriends Emily, a secretive upper-class woman who has a child at the same elementary school. When Emily goes missing, Stephanie takes it upon herself to investigate.",Paul Feig,/name/nm0082450/,"Anna Kendrick, Blake Lively, Henry Golding, Andrew Rannells","/name/nm0447695/,/name/nm0515116/,/name/nm6525901/,/name/nm0710330/",152256,53548586
tt0462590,Step Up,2006,2000s,PG-13,104,Crime,6.5,"Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.",Anne Fletcher,/name/nm0281945/,"Channing Tatum, Jenna Dewan, Damaine Radcliff, De'Shawn Washington","/name/nm1475594/,/name/nm1564087/,/name/nm1690482/,/name/nm2026113/",121124,65328121
tt2381941,Focus,2015,2010s,R,105,Crime,6.6,"In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.","Glenn Ficarra, John Requa",/name/nm0275629/,"Will Smith, Margot Robbie, Rodrigo Santoro, Adrian Martinez","/name/nm0720135/,/name/nm0000226/,/name/nm3053338/,/name/nm0763928/,/name/nm0553440/",253949,53862963
tt0887883,Burn After Reading,2008,2000s,R,96,Crime,7,A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it.,"Ethan Coen, Joel Coen",/name/nm0001053/,"Brad Pitt, Frances McDormand, George Clooney, John Malkovich","/name/nm0001054/,/name/nm0000093/,/name/nm0000531/,/name/nm0000123/,/name/nm0000518/",337491,60355347
tt0101507,Boyz n the Hood,1991,1990s,R,112,Crime,7.8,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",John Singleton,/name/nm0005436/,"Cuba Gooding Jr., Laurence Fishburne, Hudhail Al-Amir, Lloyd Avery II","/name/nm0000421/,/name/nm0000401/,/name/nm0015677/,/name/nm0042998/",143672,57504069
tt0086200,Risky Business,1983,1980s,R,99,Crime,6.8,"A Chicago teenager is looking for fun at home while his parents are away, but the situation quickly gets out of hand.",Paul Brickman,/name/nm0001887/,"Tom Cruise, Rebecca De Mornay, Joe Pantoliano, Richard Masur","/name/nm0000129/,/name/nm0000360/,/name/nm0001592/,/name/nm0557956/",93883,63500000
tt0089155,Fletch,1985,1980s,PG,98,Crime,6.9,"Irwin M. ""Fletch"" Fletcher is a newspaper reporter being offered a large sum to off a cancerous millionaire, but is on the run, risking his job and finding clues when it's clear the man is healthy.",Michael Ritchie,/name/nm0006916/,"Chevy Chase, Joe Don Baker, Dana Wheeler-Nicholson, Richard Libertini","/name/nm0000331/,/name/nm0000833/,/name/nm0923984/,/name/nm0508844/",54536,50612888
tt0209958,The Cell,2000,2000s,R,107,Crime,6.4,"An F.B.I. Agent persuades a social worker, who is adept with a new experimental technology, to enter the mind of a comatose serial killer in order to learn where he has hidden his latest kidnap victim.",Tarsem Singh,/name/nm0802248/,"Jennifer Lopez, Vince Vaughn, Vincent D'Onofrio, Colton James","/name/nm0000182/,/name/nm0000681/,/name/nm0000352/,/name/nm0416381/",104454,61334059
tt0095159,A Fish Called Wanda,1988,1980s,R,108,Crime,7.5,"In London, four very different people team up on a jewel heist, then try to double-cross one another for the loot, complicated by their efforts to fool a very proper barrister.","Charles Crichton, John Cleese",/name/nm0187769/,"John Cleese, Jamie Lee Curtis, Kevin Kline, Michael Palin","/name/nm0000092/,/name/nm0000092/,/name/nm0000130/,/name/nm0000177/,/name/nm0001589/",145191,63493712
tt0104036,The Crying Game,1992,1990s,R,112,Crime,7.2,"A British soldier kidnapped by the IRA soon befriends one of his captors, who then becomes drawn into the soldier's world.",Neil Jordan,/name/nm0001403/,"Stephen Rea, Jaye Davidson, Forest Whitaker, Miranda Richardson","/name/nm0001653/,/name/nm0001109/,/name/nm0001845/,/name/nm0001669/",56818,62549000
tt0377471,Be Cool,2005,2000s,PG-13,118,Crime,5.6,"Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music executive on the way.",F. Gary Gray,/name/nm0336620/,"John Travolta, Uma Thurman, Dwayne Johnson, Vince Vaughn","/name/nm0000237/,/name/nm0000235/,/name/nm0425005/,/name/nm0000681/",70521,56046979
tt2170439,Horrible Bosses 2,2014,2010s,R,108,Crime,6.3,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",Sean Anders,/name/nm1890845/,"Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston","/name/nm0000867/,/name/nm0837177/,/name/nm0206359/,/name/nm0000098/",176082,54445357
tt0145681,The Bone Collector,1999,1990s,R,118,Crime,6.7,A quadriplegic ex-homicide detective and his partner try to track down a serial killer who is terrorizing New York City.,Phillip Noyce,/name/nm0637518/,"Denzel Washington, Angelina Jolie, Queen Latifah, Michael Rooker","/name/nm0000243/,/name/nm0001401/,/name/nm0001451/,/name/nm0740264/",173686,66518655
tt0190138,The Whole Nine Yards,2000,2000s,R,98,Crime,6.7,"A struggling dentist's life is turned upside down when a famous gangster moves in next door, and his wife convinces him to inform a notorious mob boss about the gangster's whereabouts.",Jonathan Lynn,/name/nm0528718/,"Bruce Willis, Matthew Perry, Rosanna Arquette, Michael Clarke Duncan","/name/nm0000246/,/name/nm0001612/,/name/nm0000275/,/name/nm0003817/",123143,57262492
tt0119468,Kiss the Girls,1997,1990s,R,115,Crime,6.6,Police hunting for a serial kidnapper are helped when a victim manages to escape for the first time.,Gary Fleder,/name/nm0001219/,"Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur","/name/nm0000151/,/name/nm0000171/,/name/nm0000144/,/name/nm0564107/",76022,60527873
tt0118771,Breakdown,1997,1990s,R,93,Crime,7,A man searches for his missing wife after his car breaks down in the middle of the desert.,Jonathan Mostow,/name/nm0609236/,"Kurt Russell, J.T. Walsh, Kathleen Quinlan, M.C. Gainey","/name/nm0000621/,/name/nm0000687/,/name/nm0000599/,/name/nm0301370/",56690,50129186
tt0155267,The Thomas Crown Affair,1999,1990s,R,113,Crime,6.8,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",John McTiernan,/name/nm0001532/,"Pierce Brosnan, Rene Russo, Denis Leary, Ben Gazzara","/name/nm0000112/,/name/nm0000623/,/name/nm0001459/,/name/nm0001262/",95460,69304264
tt0120787,A Perfect Murder,1998,1990s,R,107,Crime,6.6,"A wealthy Wall Street speculator discovers that his wife has a lover. He investigates him and uses the carrot and stick to make him murder his wife. Planned to detail, it seems like a perfect murder.",Andrew Davis,/name/nm0001112/,"Michael Douglas, Gwyneth Paltrow, Viggo Mortensen, David Suchet","/name/nm0000140/,/name/nm0000569/,/name/nm0001557/,/name/nm0837064/",87344,67638368
tt0097481,Harlem Nights,1989,1980s,R,116,Crime,6,"During the 1930s, a New York City illegal gambling house owner and his associates must deal with strong competition, gangsters, and corrupt cops in order to stay in business.",Eddie Murphy,/name/nm0000552/,"Eddie Murphy, Richard Pryor, Redd Foxx, Danny Aiello","/name/nm0000552/,/name/nm0001640/,/name/nm0289359/,/name/nm0000732/",23419,60864870
tt0105435,Sneakers,1992,1990s,PG-13,126,Crime,7.1,A security pro finds his past returning to haunt him when he and his unique team are tasked with retrieving a particularly important item.,Phil Alden Robinson,/name/nm0004675/,"Robert Redford, Dan Aykroyd, Sidney Poitier, Jo Marr","/name/nm0000602/,/name/nm0000101/,/name/nm0001627/,/name/nm0549992/",59977,51433000
tt0113161,Get Shorty,1995,1990s,R,105,Crime,6.9,"A mobster travels to Hollywood to collect a debt, and discovers that the movie business is much the same as his current job.",Barry Sonnenfeld,/name/nm0001756/,"Gene Hackman, Rene Russo, Danny DeVito, John Travolta","/name/nm0000432/,/name/nm0000623/,/name/nm0000362/,/name/nm0000237/",85337,72077000
tt0430304,Little Man,2006,2000s,PG-13,98,Crime,4.4,A wannabe-dad mistakes a vertically-challenged criminal on the lam for his newly-adopted son.,Keenen Ivory Wayans,/name/nm0005540/,"Shawn Wayans, Marlon Wayans, Kerry Washington, John Witherspoon","/name/nm0915465/,/name/nm0005541/,/name/nm0913488/,/name/nm0936762/",56366,58645052
tt0110622,Naked Gun 33 1/3: The Final Insult,1994,1990s,PG-13,83,Crime,6.5,Frank Drebin (Leslie Nielsen) comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.,Peter Segal,/name/nm0781842/,"Leslie Nielsen, Priscilla Presley, George Kennedy, O.J. Simpson","/name/nm0000558/,/name/nm0001636/,/name/nm0001421/,/name/nm0001740/",106461,51132598
tt0094142,Throw Momma from the Train,1987,1980s,PG-13,88,Crime,6.3,A bitter ex-husband wants his former spouse dead. A put-upon momma's boy wants his mother dead. Who will pull it off?,Danny DeVito,/name/nm0000362/,"Danny DeVito, Billy Crystal, Kim Greist, Anne Ramsey","/name/nm0000362/,/name/nm0000345/,/name/nm0002114/,/name/nm0001649/",37920,57915972
tt1179056,A Nightmare on Elm Street,2010,2010s,R,95,Crime,5.2,"The spectre of a disfigured man haunts the children of the parents who murdered him, stalking and killing them in their dreams.",Samuel Bayer,/name/nm1207904/,"Jackie Earle Haley, Rooney Mara, Kyle Gallner, Katie Cassidy","/name/nm0355097/,/name/nm1913734/,/name/nm0973177/,/name/nm1556320/",102725,63075011
tt0098536,Turner & Hooch,1989,1980s,PG,97,Crime,6.2,A detective must adopt a rambunctious dog in order to help him find a killer.,Roger Spottiswoode,/name/nm0006854/,"Tom Hanks, Mare Winningham, Craig T. Nelson, Reginald VelJohnson","/name/nm0000158/,/name/nm0001858/,/name/nm0005266/,/name/nm0001817/",72687,71079915
tt0307987,Bad Santa,2003,2000s,R,92,Crime,7.1,A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid.,Terry Zwigoff,/name/nm0959062/,"Billy Bob Thornton, Bernie Mac, Lauren Graham, John Ritter","/name/nm0000671/,/name/nm0005170/,/name/nm0334179/,/name/nm0000615/",148114,60060328
tt0120832,Snake Eyes,1998,1990s,R,98,Crime,6.1,A shady police detective finds himself in the middle of a murder conspiracy at an important boxing match in an Atlantic City casino.,Brian De Palma,/name/nm0000361/,"Nicolas Cage, Gary Sinise, John Heard, Carla Gugino","/name/nm0000115/,/name/nm0000641/,/name/nm0001334/,/name/nm0001303/",83296,55585389
tt0098273,Sea of Love,1989,1980s,R,113,Crime,6.8,A detective investigating a series of murders becomes involved with a woman who may be the culprit.,Harold Becker,/name/nm0000887/,"Al Pacino, Ellen Barkin, John Goodman, Michael Rooker","/name/nm0000199/,/name/nm0000289/,/name/nm0000422/,/name/nm0740264/",41714,58571513
tt0890870,Saw IV,2007,2000s,R,93,Crime,5.9,"Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.",Darren Lynn Bousman,/name/nm1135423/,"Tobin Bell, Scott Patterson, Louis Ferreira, Costas Mandylor","/name/nm0068551/,/name/nm0666398/,/name/nm0274371/,/name/nm0541908/",153384,63300095
tt0421729,Big Momma's House 2,2006,2000s,PG-13,99,Crime,4.8,An FBI agent reprises his disguise as a corpulent old lady and takes a job as a nanny in a crime suspect's house.,John Whitesell,/name/nm0925870/,"Martin Lawrence, Emily Procter, Nia Long, Zachary Levi","/name/nm0001454/,/name/nm0698346/,/name/nm0000505/,/name/nm1157048/",44501,70165972
tt0092925,Dragnet,1987,1980s,PG-13,106,Crime,6,"The equally strait-laced and ""by-the-book"" nephew of Joe Friday must work with his more laid-back partner to solve a mystery.",Tom Mankiewicz,/name/nm0542539/,"Dan Aykroyd, Tom Hanks, Christopher Plummer, Harry Morgan","/name/nm0000101/,/name/nm0000158/,/name/nm0001626/,/name/nm0604702/",35322,57387516
tt1132626,Saw V,2008,2000s,R,92,Crime,5.8,"Following Jigsaw's grisly demise, Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests.",David Hackl,/name/nm0352524/,"Scott Patterson, Costas Mandylor, Tobin Bell, Betsy Russell","/name/nm0666398/,/name/nm0541908/,/name/nm0068551/,/name/nm0751018/",127260,56746769
tt2011159,No Good Deed,2014,2010s,PG-13,84,Crime,5.6,An unstable escaped convict terrorizes a woman who is alone with her two children.,Sam Miller,/name/nm0589284/,"Taraji P. Henson, Idris Elba, Leslie Bibb, Kate del Castillo","/name/nm0378245/,/name/nm0252961/,/name/nm0004753/,/name/nm0215487/",21010,52543632
tt0091877,Ruthless People,1986,1980s,R,93,Crime,6.9,"A couple cheated by a vile businessman kidnaps his wife in retaliation, not knowing that their enemy is delighted that they did.","Jim Abrahams, David Zucker, Jerry Zucker",/name/nm0000720/,"Bette Midler, Danny DeVito, Judge Reinhold, Helen Slater","/name/nm0001878/,/name/nm0958387/,/name/nm0000541/,/name/nm0000362/,/name/nm0001662/,/name/nm0000644/",29255,71624879
tt0373926,The Interpreter,2005,2000s,PG-13,128,Crime,6.4,"Political intrigue and deception unfold inside the United Nations, where a U.S. Secret Service agent is assigned to investigate an interpreter who overhears an assassination plot.",Sydney Pollack,/name/nm0001628/,"Nicole Kidman, Sean Penn, Catherine Keener, Jesper Christensen","/name/nm0000173/,/name/nm0000576/,/name/nm0001416/,/name/nm0159802/",108574,72708161
tt0105699,Unlawful Entry,1992,1990s,R,111,Crime,6.4,A burglar holds a knife to Karen's throat while her husband does nothing. The couple ends up befriending the cop that comes. The friendship ends when the cop beats up the culprit. Karen isn't ready to end it. Things get ugly with the cop.,Jonathan Kaplan,/name/nm0438279/,"Kurt Russell, Ray Liotta, Madeleine Stowe, Roger E. Mosley","/name/nm0000621/,/name/nm0000501/,/name/nm0000656/,/name/nm0608853/",17681,57138719
tt2215285,Madea's Witness Protection,2012,2010s,PG-13,114,Crime,4.9,A Wall Street investment banker who has been set up as the linchpin of his company's mob-backed Ponzi scheme is relocated with his family to Aunt Madea's southern home.,Tyler Perry,/name/nm1347153/,"Tyler Perry, Eugene Levy, Denise Richards, Tom Arnold","/name/nm1347153/,/name/nm0506405/,/name/nm0000612/,/name/nm0000792/",11051,65653242
tt0102492,My Girl,1991,1990s,PG,102,Family,6.9,A young girl on the threshold of her teen years finds her life turning upside down when she is accompanied by an unlikely friend.,Howard Zieff,/name/nm0956052/,"Anna Chlumsky, Macaulay Culkin, Dan Aykroyd, Jamie Lee Curtis","/name/nm0001043/,/name/nm0000346/,/name/nm0000101/,/name/nm0000130/",83353,59847242
tt1196141,Diary of a Wimpy Kid,2010,2010s,PG,94,Family,6.2,"Greg Heffley is a 12 year old who is fresh out of elementary and transitions to middle school, where he has to learn the consequences and responsibility to survive the year.",Thor Freudenthal,/name/nm0294457/,"Zachary Gordon, Robert Capron, Rachael Harris, Steve Zahn","/name/nm2325393/,/name/nm2953573/,/name/nm0006713/,/name/nm0001872/",52754,64003625
